Review,Sentiments,Aspects,Aspects With Value,Extra Tag
battery life is about 14 of that advertised  no operators manual available for any of the nomad zen players  on or offline   occasional software lockups  replacement battery is expensive,negative,"life, manual, up, battery","life[-2], manual[-2], up[-2], battery[-2]",
creative zen feedback suffers from construction quality  poor product support  difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack ,negative,"construction, support, wheel, jack","construction[-2], support[-2], wheel[-2], jack[-2]",
what is added in functionality  battery replacement  detracts in build quality as the face plate is prone to popping off ,negative,build,build[-2],
feedback on creative s product support is universally poor  this is not limited to the zen  it applies to all the company s products ,negative,support,support[-3],
the scroll wheel is finicky  it works most of the time but there is a learning curve for pressing it just right  new users say they have 50   75  success rate  some find it so frustrating that they just return the device ,negative,wheel,wheel[-2],
the creative software is awkward  difficult to use and just plain does nt load on some computers ,negative,software,software[-3],
enough people have reported that their headphone jack does nt work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem ,negative,jack,jack[-2],
the zen does nt support folders so it is not really a storage device  even with third party software that  creates  folders  documents and programs can t be launched from the zen  so it is not a hard disk  it s a storage device at best ,negative,folder,folder[-2],
reviews for sound quality are generally  but not universally  positive ,positive,quality,quality[+2],
sure  this thing is definitely more costeffective than an ipod ,positive,price,price[+1],[u]
but with a low price  comes lower quality ,negative,quality,quality[-2],
our special friends at creative gave this thing good sound quality  great features  long battery life  and an unbeatable price ,positive,"quality, life, price","quality[+2], life[+2], price[+2]",
the catch is it s built like a piece of crap ,negative,player,player[-3],[p]
i did nt abuse it  i charged it every day  but the headphone jack just sort of fizzled out ,negative,jack,jack[-2],
i bought the player this week and i like it by far ,positive,player,player[+2],
removable and cheap battery  a li battery usually works properly for 13 years ,positive,battery,battery[+2],
value  comparing data storage with price ,positive,value,value[+2],
the appearance is okayed  at least not ugly  ,positive,appearance,appearance[+1],
the size is small  just a little bit bigger than an ipod  ,positive,size,size[+1],
easy to use  a lot of reviews has mentioned about this,positive,use,use[+1],
the software  mediasource  cannot work on my pc   laptop  intel p420  xp os  ,negative,mediasource,mediasource[-2],
in fact  each of my creative mp3 players had software problem in the first place ,negative,software,software[-2],
in short  this player is good at size  value  hardware design but really bad at its software,positive,"size, value, design, software","size[+1], value[+1], design[+1], software[-2]",
the display is awesome  you can see everything you want and read it clearly,positive,display,display[+3],
huge storage space  i loaded my entire collection of music  which isnt that much  400 songs  and still have 26 gb  out of the 28 provided to you ,positive,storage,storage[+3],
the sound is awesome  but if u put it too loud  depends on yoursound quality  the sound might crack ,positive,sound,sound[+2],
with eax on  you can modify your sound  with 4 different presets  which is pretty good  you can get different variations with it ,positive,eax,eax[+2],
if you use software correctly  put in all the id3 tags  you will get an awesome database collection  from which you can easily access your songs ,positive,software,software[+1],
i dont know what other people are saying  but the software is awesome ,positive,software,software[+3],
battery recharge  is an awesome thing  because it recharges in only like 23 hours ,positive,battery,battery[+2],
when you turn on your player  the player turns on really fast  and the music continues to play  as you left it when you were turning it off ,positive,player,player[+2],
you can manage your profile  change the contrast of backlight  make different type of display  either list or tabbed ,positive,manage,manage[+2],
you can do other different things with it such as choose what kind of  now playing  interface  you can see the interface as modern or classical ,positive,interface,interface[+2],
there is an alarm  i still havent used it yet  but it should be good ,positive,alarm,alarm[+1],
there is a clock  and date  which can get helpful ,positive,clock,clock[+1],
